"objectid","poi_id","kategorie","name","anzahl_pp","markierung","sicherheit","dach","signalisation","bemerkung","gebuehr","oeffentlicher_grund","geometry"
"18282","vap18282","Zweirad","Velo","11","","","","","","0","öffentlicher Grund","POINT (2679080.5 1249046.1)"
"18287","vap18287","Zweirad","Velo","10","","","","","","0","öffentlicher Grund","POINT (2684288.2 1246553.9)"
"18286","vap18286","Zweirad","Velo","35","","","","","Seebad Utoquai","0","öffentlicher Grund","POINT (2683751.2 1246258.5)"
"16360","vap16360","Zweirad","Velo","30","","","","","","0","öffentlicher Grund","POINT (2683809.5 1248052)"
"16359","vap16359","Zweirad","Velo","50","","","","","","0","öffentlicher Grund","POINT (2683895.5 1247981.9)"
"7613","vap7613","Zweirad","Velo","170","","","","","","0","öffentlicher Grund","POINT (2681973.2 1245812.1)"
"104623","vap104623","Zweirad","Velo","22","","","","","","0","öffentlicher Grund","POINT (2682408.2 1249240.6)"
"104546","vap104546","Zweirad","Velo","6","","","","","","0","öffentlicher Grund","POINT (2681962.5 1247396.9)"
"104384","vap104384","Zweirad","Velo","10","","","","","","0","öffentlicher Grund","POINT (2687321 1250363.5)"
"104383","vap104383","Zweirad","Velo","10","","","","","","0","öffentlicher Grund","POINT (2687247.2 1250370.8)"
"104382","vap104382","Zweirad","Velo","10","","","","","","0","öffentlicher Grund","POINT (2687211.8 1250357.4)"
"104374","vap104374","Zweirad","Velo","8","","","","","","0","öffentlicher Grund","POINT (2685261 1245070.2)"
"2245","vap2245","Zweirad","Velo","36","","","","","","0","öffentlicher Grund","POINT (2681900.5 1245461.9)"
"104817","vap104817","Zweirad","Velo","14","","","","","beim Schulhaus Untermoos","0","öffentlicher Grund","POINT (2678829.2 1248250.4)"
"100323","vap100323","Zweirad","Velo","10","","","","","","0","öffentlicher Grund","POINT (2680148 1252782.8)"
"101290","vap101290","Zweirad","Velo","24","","","","","","0","öffentlicher Grund","POINT (2680399.8 1248106)"
"101283","vap101283","Zweirad","Velo","8","","","","","","0","öffentlicher Grund","POINT (2680321.8 1248076.4)"
"101281","vap101281","Zweirad","Velo","8","","","","","","0","öffentlicher Grund","POINT (2680071.8 1247977.8)"
"100976","vap100976","Zweirad","Velo","14","","","","","","0","öffentlicher Grund","POINT (2682186 1247357)"
"100972","vap100972","Zweirad","Velo","20","","","","","nur während Veranstaltungen in Eventhalle","0","öffentlicher Grund","POINT (2683083.5 1251857.5)"
"100971","vap100971","Zweirad","Velo","20","","","","","nur während Veranstaltungen in Eventhalle","0","öffentlicher Grund","POINT (2683091.5 1251844.4)"
"100969","vap100969","Zweirad","Velo","60","","","","","nur während Veranstaltungen in Eventhalle","0","öffentlicher Grund","POINT (2683127.2 1251782.4)"
"100968","vap100968","Zweirad","Velo","24","","","","","","0","öffentlicher Grund","POINT (2683085 1251910.1)"
"104373","vap104373","Zweirad","Velo","25","","","","","Personal ","0","öffentlicher Grund","POINT (2685797.2 1245439)"
"100964","vap100964","Zweirad","Velo","20","","","","","","0","öffentlicher Grund","POINT (2683031 1252368.6)"
"100671","vap100671","Zweirad","Velo","20","","","","","","0","öffentlicher Grund","POINT (2681656.8 1249475.2)"
"104916","vap104916","Zweirad","Velo","36","","","","","","0","öffentlicher Grund","POINT (2683237.8 1253242.9)"
"104814","vap104814","Zweirad","Velo","20","","","","","","0","öffentlicher Grund","POINT (2679972.2 1248225.8)"
"104690","vap104690","Zweirad","Velo","4","","","","","","0","öffentlicher Grund","POINT (2681217.2 1242611.8)"
"104689","vap104689","Zweirad","Velo","2","","","","","","0","öffentlicher Grund","POINT (2681217.2 1242632.9)"
"104652","vap104652","Zweirad","Velo","3","","","","","","0","öffentlicher Grund","POINT (2682241.2 1243435.2)"
"100962","vap100962","Zweirad","Velo","48","","","","","","0","öffentlicher Grund","POINT (2682925.8 1252011.6)"
"2565","vap2565","Zweirad","Velo","220","","","","","Velostation am Zugang Andreasstrasse","0","öffentlicher Grund","POINT (2683585.2 1251896)"
"2564","vap2564","Zweirad","Velo","312","","","","","Velostation in der Quartierverbindung Oerlikon","0","öffentlicher Grund","POINT (2683414.5 1251793.9)"
"2561","vap2561","Zweirad","Velo","15","","","","","beim Schulhaus Balgrist","0","öffentlicher Grund","POINT (2686050.2 1245420.9)"
"2243","vap2243","Zweirad","Velo","8","","","","","für Kantonsverwaltung","0","öffentlicher Grund","POINT (2683308.5 1248355.1)"
"2242","vap2242","Zweirad","Velo","4","","","","","für Kantonsverwaltung","0","öffentlicher Grund","POINT (2683314.8 1248341.9)"
"1936","vap1936","Zweirad","Velo","20","","","","","","0","öffentlicher Grund","POINT (2680456.2 1246798)"
"1934","vap1934","Zweirad","Velo","16","","","","","","0","öffentlicher Grund","POINT (2682168.8 1247368.1)"
"1933","vap1933","Zweirad","Velo","10","","","","","","0","öffentlicher Grund","POINT (2682231.5 1245637.9)"
"1932","vap1932","Zweirad","Velo","10","","","","","","0","öffentlicher Grund","POINT (2682231.2 1245627.9)"
"1930","vap1930","Zweirad","Velo","24","","","","","","0","öffentlicher Grund","POINT (2683213.8 1248622.9)"
"1929","vap1929","Zweirad","Velo","12","","","","","","0","öffentlicher Grund","POINT (2683265.2 1248681.1)"
"1926","vap1926","Zweirad","Velo","10","","","","","nur für Universität Zürich","0","öffentlicher Grund","POINT (2684292.5 1247439.8)"
"1922","vap1922","Zweirad","Velo","10","","","","","","0","öffentlicher Grund","POINT (2683814 1247135.9)"
"1925","vap1925","Zweirad","Velo","12","","","","","","0","öffentlicher Grund","POINT (2684357 1247457.5)"
"1615","vap1615","Zweirad","Velo","18","","","","","","0","öffentlicher Grund","POINT (2683914.2 1246944.4)"
"101296","vap101296","Zweirad","Velo","76","","","","","","0","öffentlicher Grund","POINT (2683260.5 1248162.4)"
"104662","vap104662","Zweirad","Velo","4","","","","","","0","öffentlicher Grund","POINT (2682465.2 1243960.9)"
"104554","vap104554","Zweirad","Velo","11","","","","","","0","öffentlicher Grund","POINT (2682848.2 1246847.5)"
"100663","vap100663","Zweirad","Velo","8","","","","","","0","öffentlicher Grund","POINT (2680980.5 1246475.5)"
"104538","vap104538","Zweirad","Velo","4","","","","","","0","öffentlicher Grund","POINT (2682568.2 1248487.6)"
"100641","vap100641","Zweirad","Velo","10","","","","","","0","öffentlicher Grund","POINT (2681569.2 1246337.2)"
"100334","vap100334","Zweirad","Velo","4","","","","","","0","öffentlicher Grund","POINT (2681705 1246310)"
"100329","vap100329","Zweirad","Velo","24","","","","","Bahnhof Tiefenbrunnen (Mietboxen)","gebührenpflichtig","öffentlicher Grund","POINT (2684856 1244999.8)"
"104463","vap104463","Zweirad","Velo","114","","","","","","0","öffentlicher Grund","POINT (2682711 1248915.1)"
"100004","vap100004","Zweirad","Velo","6","","","","","","0","öffentlicher Grund","POINT (2683472.5 1248119.5)"
"100003","vap100003","Zweirad","Velo","40","","","","","beim Schulhaushaus Vorderberg (vor Turnhalle)","0","öffentlicher Grund","POINT (2684556.2 1247902)"
"23533","vap23533","Zweirad","Velo","18","","","","","","0","öffentlicher Grund","POINT (2679198.2 1248008.6)"
"104942","vap104942","Zweirad","Velo","11","","","","","","0","öffentlicher Grund","POINT (2683075.5 1252282.9)"
"104905","vap104905","Zweirad","Velo","18","","","","","","0","öffentlicher Grund","POINT (2685647 1250970.1)"
"104904","vap104904","Zweirad","Velo","18","","","","","","0","öffentlicher Grund","POINT (2685324.8 1251057.8)"
"104903","vap104903","Zweirad","Velo","8","","","","","","0","öffentlicher Grund","POINT (2685231.8 1251047.2)"
"13453","vap13453","Zweirad","Velo","12","","","","","","0","öffentlicher Grund","POINT (2681469.5 1249239.2)"
"24491","vap24491","Zweirad","Velo","20","","","","","am Eingang Sporthalle Hardau","0","öffentlicher Grund","POINT (2680844.8 1248501.6)"
"9924","vap9924","Zweirad","Velo","44","","","","","","0","öffentlicher Grund","POINT (2679522.5 1249560.8)"
"9923","vap9923","Zweirad","Velo","30","","","","","","0","öffentlicher Grund","POINT (2679517.5 1249547.4)"
"22578","vap22578","Zweirad","Velo","50","","","","","Zürich Versicherung","0","öffentlicher Grund","POINT (2684359.2 1252095)"
"23536","vap23536","Zweirad","Velo","40","","","","","","0","öffentlicher Grund","POINT (2680851.2 1249336.1)"
"24490","vap24490","Zweirad","Velo","20","","","","","","0","öffentlicher Grund","POINT (2682857.5 1246342.2)"
"23864","vap23864","Zweirad","Velo","9","","","","","","0","öffentlicher Grund","POINT (2681679 1245675.8)"
"8645","vap8645","Zweirad","Velo","20","","","","","","0","öffentlicher Grund","POINT (2679543 1249242.4)"
"23221","vap23221","Zweirad","Velo","10","","","","","","0","öffentlicher Grund","POINT (2679982.5 1246852.6)"
"104743","vap104743","Zweirad","Velo","7","","","","","","0","öffentlicher Grund","POINT (2681414.2 1247881.9)"
"104720","vap104720","Zweirad","Velo","7","","","","","","0","öffentlicher Grund","POINT (2683245.5 1243595.6)"
"104531","vap104531","Zweirad","Velo","28","","","","","","0","öffentlicher Grund","POINT (2680739.8 1252799)"
"104504","vap104504","Zweirad","Velo","18","","","","","","0","öffentlicher Grund","POINT (2681550.8 1246147.5)"
"104401","vap104401","Zweirad","Velo","6","","","","","","0","öffentlicher Grund","POINT (2679352.5 1247365.6)"
"104400","vap104400","Zweirad","Velo","6","","","","","","0","öffentlicher Grund","POINT (2679367.2 1247349.6)"
"3422","vap3422","Zweirad","Velo","120","","","","","","0","öffentlicher Grund","POINT (2683968 1246718.6)"
"7323","vap7323","Zweirad","Velo","14","","","","","","0","öffentlicher Grund","POINT (2683519.5 1247152.1)"
"7320","vap7320","Zweirad","Velo","14","","","","","im Parkhaus Bethanien, nicht gedeckt","0","öffentlicher Grund","POINT (2684495 1248318.5)"
"7301","vap7301","Zweirad","Velo","40","","","","","","0","öffentlicher Grund","POINT (2683954.5 1252162.9)"
"104848","vap104848","Zweirad","Velo","6","","","","","","0","öffentlicher Grund","POINT (2678900.5 1249228.1)"
"104830","vap104830","Zweirad","Velo","40","","","","","","0","öffentlicher Grund","POINT (2680045 1249084)"
"104716","vap104716","Zweirad","Velo","9","","","","","","0","öffentlicher Grund","POINT (2682951 1244130.5)"
"104715","vap104715","Zweirad","Velo","18","","","","","","0","öffentlicher Grund","POINT (2682926.2 1244197)"
"104713","vap104713","Zweirad","Velo","6","","","","","","0","öffentlicher Grund","POINT (2682705.8 1244647.8)"
"104624","vap104624","Zweirad","Velo","4","","","","","","0","öffentlicher Grund","POINT (2682471.8 1249207.2)"
"104588","vap104588","Zweirad","Velo","30","","","","","","0","öffentlicher Grund","POINT (2684601.2 1245901.5)"
"104375","vap104375","Zweirad","Velo","12","","","","","","0","öffentlicher Grund","POINT (2682488.5 1247951.5)"
"9300","vap9300","Zweirad","Velo","18","","","","","Im Parkhaus","0","öffentlicher Grund","POINT (2683808.2 1247856.8)"
"221","vap221","Zweirad","Velo","14","","","","","","0","öffentlicher Grund","POINT (2682214 1247704.5)"
"41","vap41","Zweirad","Velo","224","","","","","","0","öffentlicher Grund","POINT (2683905.8 1246708.6)"
"755","vap755","Zweirad","Velo","13","","","","","","0","öffentlicher Grund","POINT (2682665.2 1243003.9)"
"574","vap574","Zweirad","Velo","150","","","","","Velostation Nord, Landesmuseum","gebührenpflichtig","öffentlicher Grund","POINT (2683081 1248177.2)"
"104597","vap104597","Zweirad","Velo","5","","","","","","0","öffentlicher Grund","POINT (2686140.8 1245420.5)"
"104308","vap104308","Zweirad","Velo","41","","","","","","0","öffentlicher Grund","POINT (2679583.8 1249252.8)"
"104912","vap104912","Zweirad","Velo","108","","","","","auf beiden Seiten","0","öffentlicher Grund","POINT (2683572.2 1253788.1)"
"558","vap558","Zweirad","Velo","76","","","","","","0","öffentlicher Grund","POINT (2681466 1248873)"
"104971","vap104971","Zweirad","Velo","22","","","","","","0","öffentlicher Grund","POINT (2685164.8 1251761.1)"
"7052","vap7052","Zweirad","Velo","36","","","","","","0","öffentlicher Grund","POINT (2679277.8 1248208.2)"
"6736","vap6736","Zweirad","Velo","13","","","","","","0","öffentlicher Grund","POINT (2680984.8 1247412.9)"
"7976","vap7976","Zweirad","Velo","10","","","","","","0","öffentlicher Grund","POINT (2681720.8 1247644.1)"
"7671","vap7671","Zweirad","Velo","24","","","","","Bahnhof Altstetten (Vulkanplatz, Mietbox)","gebührenpflichtig","öffentlicher Grund","POINT (2679324 1249577)"
"7670","vap7670","Zweirad","Velo","114","","","","","","0","öffentlicher Grund","POINT (2679319.8 1249562.8)"
"7619","vap7619","Zweirad","Velo","60","","","","","","0","öffentlicher Grund","POINT (2682921.2 1246245.4)"
"104813","vap104813","Zweirad","Velo","50","","","","","","0","öffentlicher Grund","POINT (2679798.8 1248439.1)"
"7051","vap7051","Zweirad","Velo","92","","","","","3 Pfosten-Gruppen","0","öffentlicher Grund","POINT (2679291.5 1248224.2)"
"7050","vap7050","Zweirad","Velo","64","","","","","","0","öffentlicher Grund","POINT (2679308.2 1248233.4)"
"7049","vap7049","Zweirad","Velo","50","","","","","Erstreckt sich entlang der ganzen Hausfassade. Unterteilt in mehrere überdachte Veloständer","0","öffentlicher Grund","POINT (2679374 1248316.5)"
"7048","vap7048","Zweirad","Velo","60","","","","","Erstreckt sich entlang der ganzen Hausfassade. Unterteilt in mehrere überdachte Veloständer","0","öffentlicher Grund","POINT (2679351.8 1248333.1)"
"7046","vap7046","Zweirad","Velo","65","","","","","Erstreckt sich entlang der ganzen Hausfassade. Unterteilt in mehrere überdachte Veloständer.","0","öffentlicher Grund","POINT (2679430 1248263.9)"
"7045","vap7045","Zweirad","Velo","50","","","","","","0","öffentlicher Grund","POINT (2679464 1248324.6)"
"7586","vap7586","Zweirad","Velo","40","","","","","","0","öffentlicher Grund","POINT (2682745 1247896.5)"
"7047","vap7047","Zweirad","Velo","16","","","","","","0","öffentlicher Grund","POINT (2679366.8 1248266.6)"
"3336","vap3336","Zweirad","Velo","26","","","","","","0","öffentlicher Grund","POINT (2683190 1247646.9)"
"104857","vap104857","Zweirad","Velo","12","","","","","","0","öffentlicher Grund","POINT (2685080.2 1248470.5)"
"104708","vap104708","Zweirad","Velo","4","","","","","","0","öffentlicher Grund","POINT (2682624.2 1245051)"
"104526","vap104526","Zweirad","Velo","20","","","","","","0","öffentlicher Grund","POINT (2685115.8 1251833.1)"
"104365","vap104365","Zweirad","Velo","14","","","","","","0","öffentlicher Grund","POINT (2678727.2 1251097.9)"
"9301","vap9301","Zweirad","Velo","28","","","","","","0","öffentlicher Grund","POINT (2683476.2 1247876.8)"
"4168","vap4168","Zweirad","Velo","15","","","","","","0","öffentlicher Grund","POINT (2684511.8 1247462.2)"
"4169","vap4169","Zweirad","Velo","20","","","","","","0","öffentlicher Grund","POINT (2684575.5 1247366.6)"
"104620","vap104620","Zweirad","Velo","72","","","","","","0","öffentlicher Grund","POINT (2679354.8 1249624.1)"
"104874","vap104874","Zweirad","Velo","10","","","","","","0","öffentlicher Grund","POINT (2679951.5 1249600.1)"
"3510","vap3510","Zweirad","Velo","12","","","","","","0","öffentlicher Grund","POINT (2680443.5 1246640.1)"
"105042","vap105042","Zweirad","Velo","5","","","","","","0","öffentlicher Grund","POINT (2685535.8 1245257.5)"
"104800","vap104800","Zweirad","Velo","5","","","","","","0","öffentlicher Grund","POINT (2680116.8 1247904.1)"
"11522","vap11522","Zweirad","Velo","150","","","","","verteilt vor den Häuser","0","öffentlicher Grund","POINT (2680842.5 1247264.9)"
"11521","vap11521","Zweirad","Velo","48","","","","","verteilt vor den Häusern","0","öffentlicher Grund","POINT (2680874 1247283.5)"
"4167","vap4167","Zweirad","Velo","42","","","","","","0","öffentlicher Grund","POINT (2684521 1247471.8)"
"9302","vap9302","Zweirad","Velo","30","","","","","","0","öffentlicher Grund","POINT (2680617 1249560.6)"
"8650","vap8650","Zweirad","Velo","10","","","","","","0","öffentlicher Grund","POINT (2681487.5 1252120.6)"
"4944","vap4944","Zweirad","Velo","29","","","","","bei Schule Buchlern","0","öffentlicher Grund","POINT (2678593.8 1248708.1)"
"105040","vap105040","Zweirad","Velo","25","","","","","","0","öffentlicher Grund","POINT (2685705.2 1245148.1)"
"3971","vap3971","Zweirad","Velo","14","","","","","nur für ABB?","0","öffentlicher Grund","POINT (2682813 1252039.6)"
"3974","vap3974","Zweirad","Velo","24","","","","","vor Eingang in den Shopping-Märt","0","öffentlicher Grund","POINT (2683202 1251991.8)"
"4166","vap4166","Zweirad","Velo","15","","","","","","0","öffentlicher Grund","POINT (2684216 1247864.8)"
"104751","vap104751","Zweirad","Velo","19","","","","","","0","öffentlicher Grund","POINT (2681501.2 1247476)"
"9579","vap9579","Zweirad","Velo","20","","","","","","0","öffentlicher Grund","POINT (2683607.5 1247293.5)"
"4165","vap4165","Zweirad","Velo","30","","","","","","0","öffentlicher Grund","POINT (2684190.5 1247398)"
"104993","vap104993","Zweirad","Velo","4","","","","","","0","öffentlicher Grund","POINT (2680927.5 1252377.6)"
"104946","vap104946","Zweirad","Velo","12","","","","","","0","öffentlicher Grund","POINT (2683247.5 1252090.1)"
"104939","vap104939","Zweirad","Velo","8","","","","","","0","öffentlicher Grund","POINT (2683652 1252669.8)"
"104911","vap104911","Zweirad","Velo","22","","","","","","0","öffentlicher Grund","POINT (2683697.8 1253612.2)"
"104503","vap104503","Zweirad","Velo","36","","","","","","0","öffentlicher Grund","POINT (2681541.2 1246159.4)"
"104501","vap104501","Zweirad","Velo","42","","","","","","0","öffentlicher Grund","POINT (2681513.5 1246130.8)"
"104345","vap104345","Zweirad","Velo","23","","","","","","0","öffentlicher Grund","POINT (2681328 1248396.5)"
"5131","vap5131","Zweirad","Velo","24","","","","","","0","öffentlicher Grund","POINT (2681918 1247769.5)"
"4611","vap4611","Zweirad","Velo","18","","","","","","0","öffentlicher Grund","POINT (2682179.8 1250176.8)"
"8631","vap8631","Zweirad","Velo","12","","","","","bei Migros","0","öffentlicher Grund","POINT (2679877.8 1250873.2)"
