NHSTID,DIVA_NR,Y_KOORD,X_KOORD,CHSTNAME,CNAME,VTYP,HSTTYP,HAFAS_PRIO,LINKTEXT,ZONEN,SYMB_CODE,SYMB_TEXT,LINIEN,E,N,fixed_geometry,district_id
8591327,2113,,,"Zürich, Rudolf-Brun-Brücke",Zürich,Tram,&nbsp;,2,,110,5,Tram,"4,15",2683401,1247599,POINT (47.37395024300353 8.542924817675837),1
8503006,13034,,,Zürich Oerlikon,Zürich,S-Bahn,"<IMG SRC=""../gisbrowser/_img/ZVV/HstTyp4.gif"" ALT=""S-Bahn Haltestelle"">",4,,110,1,Bahn,"S2,S3,S6,SN6,S7,SN7,S8,SN8,S9,SN9,S14,S15,S16,S19,S21,S24",2683453,1251820,POINT (47.41190442949001 8.544400764590646),11
8591406,1334,,,"Zürich, Universität Irchel",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"9,10,39",2683510,1250070,POINT (47.39615896412023 8.544829072592401),6
8591127,845,,,"Zürich, Felsenrainstrasse",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"14,768,N6,N7",2683519,1252357,POINT (47.41672543662088 8.545375516115913),11
8505333,7055,,,"Zürich Bellevue, Schiffstation",Zürich,Schiff,"<IMG SRC=""../gisbrowser/_img/ZVV/HstTyp1.gif"" ALT=""Schiffsstation"">",1,,110,4,Schiff,,2683527,1246727,POINT (47.36609206060749 8.544430249860536),1
8591073,465,,,"Zürich, Berninaplatz",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"10,14,N6",2683737,1250915,POINT (47.40372947130433 8.547993828986206),11
8591048,128,,,"Zürich, Ausserdorfstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,"75,742,N6",2683747,1253226,POINT (47.42451158949882 8.548559324271897),11
8591393,2666,,,"Zürich, Tierspital",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"7,9,N11",2684027,1250716,POINT (47.40190287308427 8.551797911264643),11
8591294,6459,,,"Zürich, Oerlikerhus",Zürich,Tram,&nbsp;,2,,110,5,Tram,"10,11",2684184,1252462,POINT (47.41758503517146 8.554206352565279),11
8503653,3046,,,"Zürichhorn, Schiffstation",Zürich,Schiff,"<IMG SRC=""../gisbrowser/_img/ZVV/HstTyp1.gif"" ALT=""Schiffsstation"">",1,,110,4,Schiff,"3730,3732,3734",2684211,1245166,POINT (47.35196633224786 8.55319092955466),8
8591202,1251,,,"Zürich, Hottingerplatz",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"3,N16,N19",2684277,1247110,POINT (47.36944103630283 8.55443018035518),7
8591377,2452,,,"Zürich, Spyristeig",Zürich,Bus,&nbsp;,0,,110,2,Bus,39,2684384,1248981,POINT (47.38625387215964 8.55619941057811),6
8591119,788,,,"Zürich, Englischviertelstrasse",Zürich,Tram,&nbsp;,2,,110,5,Tram,8,2684564,1246813,POINT (47.36673324263975 8.558173371381701),7
8591238,1471,,,"Zürich, Krönleinstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,39,2684752,1248757,POINT (47.38419213142007 8.561030076840266),7
8505332,7056,,,"Zürich Tiefenbrunnen, Schiff",Zürich,,&nbsp;,0,,110,99,,,2684761,1244937,POINT (47.34983635338564 8.560426078570115),8
8591199,1278,,,"Zürich, Hölderlinstrasse",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"3,8,N16,N19",2684883,1246749,POINT (47.36611665732216 8.562383922551597),7
8591413,3588,,,"Zürich, Vulkanstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,307,2678927,1249806,POINT (47.39434981411978 8.484081770682383),9
8591435,2935,,,"Zürich, Winzerstrasse",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"13,80,N4",2679086,1250855,POINT (47.40376480614164 8.486373119837761),10
8591097,542,,,"Zürich, Bristenstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,"78,80,83,89",2679158,1249334,POINT (47.39007720862444 8.487057680460563),9
8591070,427,,,"Zürich, Baslerstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,"83,89",2679393,1249191,POINT (47.38876287180276 8.490144461970388),9
8591344,3155,,,"Zürich, Schulhaus Altweg",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"33,N14",2679724,1247362,POINT (47.37227392304337 8.494202034589685),9
8591896,6648,,,"Zürich, Würzgraben",Zürich,Tram,&nbsp;,2,,110,5,Tram,4,2679743,1249566,POINT (47.39209312284824 8.49484631855162),9
8591275,1641,,,"Zürich, Michelstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,38,2679779,1251149,POINT (47.40632527145785 8.495605487321038),10
8591331,2147,,,"Zürich, Sackzelg",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"33,67,N14",2679820,1247598,POINT (47.37438475465388 8.495515039579733),9
8591200,1239,,,"Zürich, Holzerhurd",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"32,N1",2679829,1253093,POINT (47.42380223702725 8.496615069673446),11
8591253,3148,,,"Zürich, Letzipark",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"31,N2",2680079,1249090,POINT (47.38777150861997 8.499211000342713),9
8591146,898,,,"Zürich, Friedhof Uetliberg",Zürich,Bus,&nbsp;,0,,110,2,Bus,73,2680228,1245860,POINT (47.35870458411313 8.500605266347172),3
8591178,2447,,,"Zürich, Hardturm",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"6,8,N13",2680469,1249806,POINT (47.39416324772488 8.504504417502101),9
8591190,1187,,,"Zürich, Heuried",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"9,14,N5",2680646,1247056,POINT (47.36940974344697 8.506353053027187),3
8591122,735,,,"Zürich, ETH Hönggerberg",Zürich,Bus,&nbsp;,0,,110,2,Bus,"37,69,80,N8",2680689,1251423,POINT (47.40867857706328 8.507709920258362),10
8591209,1307,,,"Zürich, Im Hagacker",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"32,89,N5",2680764,1245930,POINT (47.35926866939358 8.507712057979242),3
8591186,1162,,,"Zürich, Herdernstrasse",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"31,N2",2680835,1248773,POINT (47.38482827611982 8.509165142950581),4
8591405,2722,,,"Zürich, Uetlihof",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"10,13,89,N5",2681240,1245655,POINT (47.35673697269861 8.513962283820918),3
8591312,2035,,,"Zürich, Rebbergsteig",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"46,N8",2681250,1250135,POINT (47.39702618925111 8.514907894268427),10
8591308,2120,,,"Zürich, Räffelstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,76,2681284,1246324,POINT (47.36274816679531 8.514666035858596),3
8591370,2398,,,"Zürich, Sihlweidstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,"70,N12",2681339,1242285,POINT (47.32641667369835 8.514660918754942),2
8591135,927,,,"Zürich, Förrlibuckstrasse",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"6,8,N13",2681427,1249602,POINT (47.39221087589195 8.517155208536019),5
8591403,2688,,,"Zürich, Tulpenstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,"61,62,N11",2685283,1251203,POINT (47.40612113565875 8.568527761614195),12
8591389,2618,,,"Zürich, Susenbergstrasse",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"6,N17",2685288,1248136,POINT (47.37853811726844 8.568009205966387),7
8591421,2815,,,"Zürich, Waldhaus Dolder",Zürich,Zahnradbahn,&nbsp;,0,,110,6,Bergbahn,25,2685332,1247542,POINT (47.37319038861534 8.568478526301723),7
8591442,3005,,,"Zürich, Zoo",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"6,39,N17",2685551,1248477,POINT (47.38157073678912 8.571556559418267),7
8503084,459,,,"Zürich, Bergstation Dolderbahn",Zürich,Zahnradbahn,&nbsp;,0,,110,6,Bergbahn,25,2685802,1247551,POINT (47.37321029598426 8.574702501371961),7
8591159,998,,,"Zürich, Glattwiesen",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"7,N11",2686289,1250715,POINT (47.40160139452376 8.581760064314546),12
8591438,3773,,,"Zürich, Buchzelgstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,91,2686621,1246003,POINT (47.35918148647323 8.585245603577077),7
8591396,2671,,,"Zürich, Tobelhof",Zürich,Bus,&nbsp;,0,,110,2,Bus,"751,N17",2686638,1248661,POINT (47.38308345218007 8.585985027530839),7
8591305,2008,,,"Zürich, Probstei",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"7,N11",2686656,1250567,POINT (47.40022221062814 8.58659261528762),12
8503094,12547,,,Zürich Leimbach,Zürich,S-Bahn,"<IMG SRC=""../gisbrowser/_img/ZVV/HstTyp4.gif"" ALT=""S-Bahn Haltestelle"">",4,,110,1,Bahn,"S4,SN4",2681659,1243067,POINT (47.33341006622864 8.519036090818286),2
8591206,1292,,,"Zürich, Hürstholz",Zürich,Bus,&nbsp;,0,,110,2,Bus,40,2681820,1252351,POINT (47.41688479914399 8.52286303451282),11
8503087,12550,,,Zürich Saalsporthalle,Zürich,S-Bahn,"<IMG SRC=""../gisbrowser/_img/ZVV/HstTyp4.gif"" ALT=""S-Bahn Haltestelle"">",4,,110,1,Bahn,"S4,SN4",2681864,1245725,POINT (47.35728931233173 8.522233634790744),3
8591437,2937,,,"Zürich, Wipkingerplatz",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"13,N4",2681911,1249651,POINT (47.39259154362905 8.523574123303236),10
8591079,478,,,"Zürich, Bezirksgebäude",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"2,3,N14",2682089,1247605,POINT (47.37416895423449 8.525556170703762),4
8591184,1158,,,"Zürich, Helvetiaplatz",Zürich,"Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"8,32",2682099,1247845,POINT (47.37632612215483 8.525732583110232),4
8591277,1644,,,"Zürich, Militär-/Langstrasse",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"31,32,N2,N8",2682237,1248211,POINT (47.3796004905392 8.527626915877889),4
8503015,13043,,,Zürich Wipkingen,Zürich,S-Bahn,"<IMG SRC=""../gisbrowser/_img/ZVV/HstTyp4.gif"" ALT=""S-Bahn Haltestelle"">",4,,110,1,Bahn,S24,2682335,1249614,POINT (47.39220592983051 8.529182668560109),10
8591322,2127,,,"Zürich, Röntgenstrasse",Zürich,Trolleybus,&nbsp;,0,,110,2,Bus,32,2682357,1248472,POINT (47.38193277149291 8.529263812628558),5
8591066,3043,,,"Zürich, Bahnhof Wipkingen",Zürich,Trolleybus,&nbsp;,0,,110,2,Bus,"33,46",2682379,1249744,POINT (47.39336956234587 8.529789331505958),10
8591086,498,,,"Zürich, Birchdörfli",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"32,N1",2682418,1251320,POINT (47.40753814504811 8.530596313503029),6
8591219,1358,,,"Zürich, Kanonengasse",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"31,N2,N8",2682441,1248088,POINT (47.37846881208593 8.530305326221375),4
8591267,3788,,,"Zürich, Maillartstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,64,2682518,1252285,POINT (47.41620413554112 8.532099209907285),11
8591101,564,,,"Zürich, Bucheggplatz",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"11,15,32,40,69,72,83,N1,N7",2682635,1250304,POINT (47.39837375686217 8.533283247999078),6
8591081,3044,,,"Zch, Bhf.Wollishofen/Staubstr.",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"7,70,184,185,N15",2682687,1244596,POINT (47.34703298955535 8.532917639939964),2
8591307,2017,,,"Zürich, Radiostudio",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"11,32,40,N1,N7",2682773,1250707,POINT (47.40198073105316 8.535185679010654),6
8591387,3522,,,"Zürich, Sukkulentensammlung",Zürich,Bus,&nbsp;,0,,110,2,Bus,"161,165,N15",2682779,1245475,POINT (47.35492668063739 8.534297436489545),2
8591088,3449,,,"Zürich, Birchstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,80,2682806,1251938,POINT (47.41304731604373 8.5358508113117),11
8591291,1745,,,"Zürich, Nordstrasse",Zürich,Trolleybus,&nbsp;,0,,110,2,Bus,"32,46",2682868,1249190,POINT (47.3883259205105 8.536162991482056),6
8591246,1522,,,"Zürich, Laubiweg",Zürich,Tram,&nbsp;,2,,110,5,Tram,"11,15",2682871,1249931,POINT (47.39498959937028 8.536339996768506),6
8591289,3804,,,"Zürich, Neunbrunnen",Zürich,Bus,&nbsp;,0,,110,2,Bus,"64,75,N6",2682980,1252334,POINT (47.41658674236648 8.538229631541892),11
8591368,2395,,,"Zürich, Sihlquai/HB",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"4,6,13,N1,N4,N5,N7,N13",2682990,1248252,POINT (47.37987480303157 8.537604625208459),5
8591357,2834,,,"Zürich, Seerose",Zürich,Bus,&nbsp;,0,,110,2,Bus,"161,165,N15",2683094,1243699,POINT (47.3389146857304 8.538136914714876),2
8591067,416,,,"Zürich, Bahnhofstrasse/HB",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"7,10,11,13,N1,N4,N6",2683135,1247848,POINT (47.37622320537186 8.539449463866212),1
8591272,3764,,,"Zürich, Max-Bill-Platz",Zürich,Bus,&nbsp;,0,,110,2,Bus,"64,75,80,N6,N7",2683218,1252055,POINT (47.41404758677798 8.541331111222705),11
8530822,6453,,,"Zürich Limmatquai, Schiffst.",Zürich,Schiff,"<IMG SRC=""../gisbrowser/_img/ZVV/HstTyp1.gif"" ALT=""Schiffsstation"">",1,,110,4,Schiff,3734,2683379,1247501,POINT (47.37307167706157 8.542615303234957),1
8591174,1100,,,"Zürich, Haldenegg",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"6,7,10,15,N6",2683505,1248226,POINT (47.37957590615851 8.544418664618748),6
8576193,440,,,"Zürich, Bellevue",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"2,4,5,8,9,11,15,912,916,N1,N2,N4,N5,N6,N7,N8,N11,N12,N13,N14,N15,N16,N17,N18,N19",2683575,1246839,POINT (47.3670932341815 8.545086538171439),1
8591355,1275,,,"Zürich, Seebacherplatz",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"14,40,75,768,N6,N7",2683738,1252713,POINT (47.41989921144194 8.54834391546771),11
8576195,1845,,,"Zürich, Opernhaus",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"2,4,912,916,N18",2683761,1246666,POINT (47.36551376530868 8.547516327471179),1
8591332,2151,,,"Zürich, Salersteig",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"10,14,N6",2683770,1251177,POINT (47.40608151163023 8.54848005255525),11
8591433,2924,,,"Zürich, Winkelriedstrasse",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"9,10,N11",2683786,1248632,POINT (47.38319152738347 8.548215256916045),6
8591354,2346,,,"Zürich, Seebach",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"14,40,75,742,768,N6,N7",2683843,1252933,POINT (47.42186435743162 8.549776500001355),11
8576194,769,,,"Zürich, Elektrowatt",Zürich,Bus,&nbsp;,0,,110,2,Bus,"912,916",2683992,1245766,POINT (47.35739031635374 8.550405271473384),8
8576197,832,,,"Zürich, Feldeggstrasse",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"2,4,912,916,N18",2684126,1246107,POINT (47.36043997429325 8.552242807786373),8
8591303,1889,,,"Zürich, Platte",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"5,6,N17",2684133,1247727,POINT (47.37500833676803 8.552639877612126),7
8591412,2788,,,"Zürich, Voltastrasse",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"5,6,N17",2684272,1247936,POINT (47.3768701827037 8.554519495596971),7
8591078,471,,,"Zürich, Bethanien",Zürich,Trolleybus,&nbsp;,0,,110,2,Bus,33,2684377,1248387,POINT (47.38091273757635 8.555994704249194),7
8576199,917,,,"Zürich, Fröhlichstrasse",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"2,4,33,912,916,N18",2684486,1245526,POINT (47.35516876822839 8.556898066219215),8
8591189,1186,,,"Zürich, Heubeeriweg",Zürich,Bus,&nbsp;,0,,110,2,Bus,39,2685036,1248472,POINT (47.38159244278943 8.564736526594785),7
8591087,3445,,,"Zürich, Bircher-Benner",Zürich,Bus,&nbsp;,0,,110,2,Bus,751,2685050,1247821,POINT (47.37573598593863 8.564798182739201),7
8591180,1138,,,"Zürich, Hedwigsteig",Zürich,Tram,&nbsp;,2,,110,5,Tram,11,2685092,1246119,POINT (47.3604238884761 8.565030759542671),7
8591260,1581,,,"Zürich, Loogarten",Zürich,Bus,&nbsp;,0,,110,2,Bus,35,2678047,1249247,POINT (47.38942734023968 8.472329231436671),9
8591215,3153,,,"Zürich, Juchhof",Zürich,Bus,&nbsp;,0,,110,2,Bus,307,2678097,1250236,POINT (47.39831590835519 8.47316405897465),9
8591361,2366,,,"Zürich, Seidelhof",Zürich,Bus,&nbsp;,0,,,2,Bus,N2,2678903,1249536,POINT (47.39192446946009 8.483716281666622),9
8591037,3705,,,"Zürich, Albisriederdörfli",Zürich,Bus,&nbsp;,0,,110,2,Bus,"67,80,N13",2679041,1247691,POINT (47.37531504587499 8.485218017227343),9
8591167,1041,,,"Zürich, Grünaustrasse",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"6,78,N13",2679313,1249909,POINT (47.39522977053613 8.48921233189132),9
8591165,1026,,,"Zürich, Grimselstrasse",Zürich,Tram,&nbsp;,2,,110,5,Tram,2,2679391,1248991,POINT (47.38696443046559 8.49008248656207),9
8591371,2402,,,"Zürich, Singlistrasse",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"46,N4",2679621,1251012,POINT (47.40511230279712 8.493488022436095),10
8591281,6628,,,"Zürich, Mühlacker",Zürich,Bus,&nbsp;,0,,110,2,Bus,61,2679806,1253358,POINT (47.4261882492242 8.496357618651878),11
8591138,883,,,"Zürich, Freihofstrasse",Zürich,Tram,&nbsp;,2,,110,5,Tram,2,2680098,1248585,POINT (47.38322752984622 8.499372208482905),9
8576263,1259,,,"Zürich, Hungerbergstrasse",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"32,491,N1",2680203,1252797,POINT (47.42109476544332 8.50151803503798),11
8591243,1503,,,"Zürich, Langgrütstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,67,2680240,1247532,POINT (47.37374017933183 8.5010637155314),9
8591250,3457,,,"Zürich, Lerchenrain",Zürich,Bus,&nbsp;,0,,110,2,Bus,37,2680815,1252049,POINT (47.4142929417506 8.509492321932807),11
8591145,897,,,"Zürich, Friedhof Sihlfeld",Zürich,Trolleybus,&nbsp;,0,,110,2,Bus,72,2680979,1247786,POINT (47.37593410642187 8.510893375911603),3
8591121,800,,,"Zürich, Eschergutweg",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"13,N4",2681035,1250048,POINT (47.39627025361897 8.512044476182027),10
8591083,489,,,"Zürich, Grubenstrasse",Zürich,,&nbsp;,0,,110,99,,,2681058,1246331,POINT (47.36283895414942 8.511675879834444),3
8591346,2289,,,"Zürich, Schumacherweg",Zürich,Bus,&nbsp;,0,,110,2,Bus,80,2681203,1251823,POINT (47.41221272077198 8.514591952088212),11
8591148,901,,,"Zürich, Friedrichstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,"75,N11",2685327,1250961,POINT (47.40393907266173 8.569064445267095),12
8591142,894,,,"Zürich, Friedhof Enzenbühl",Zürich,Tram,&nbsp;,2,,110,5,Tram,11,2686259,1245085,POINT (47.35097306145027 8.580277629413274),8
8591261,1584,,,"Zürich, Loorenstrasse",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"31,701,703,704,N16,N19",2687321,1246089,POINT (47.35986254397256 8.594527081430035),7
8591065,2575,,,"Zürich, Bahnhof Stettbach",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"7,12,743,744,745,751,752,754,760,N11,N17",2687381,1250250,POINT (47.39727557109548 8.596133659390068),12
8591399,3769,,,"Zürich, Trichtenhausenfussweg",Zürich,Bus,&nbsp;,0,,110,2,Bus,91,2687638,1245464,POINT (47.354199644285 8.598600428308002),7
8591400,6416,,,"Zürich, Trichtisal",Zürich,Bus,&nbsp;,0,,110,2,Bus,91,2687825,1245435,POINT (47.35391394879008 8.601069508921311),7
8591160,1000,,,"Zürich, Glaubtenstrasse",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"32,40,61,62,80,N1",2681527,1252045,POINT (47.4141691976413 8.518925014023576),11
8591419,2803,,,"Zürich, Waidspital",Zürich,Bus,&nbsp;,0,,110,2,Bus,"38,69",2681760,1250380,POINT (47.39916644772033 8.521707575619669),10
8591218,1357,,,"Zürich,Kalkbreite/Bhf.Wiedikon",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"2,3,32,N14",2681769,1247629,POINT (47.37442458249569 8.521324010581511),4
8591365,6463,,,"Zürich, Sihlcity",Zürich,Bus,&nbsp;,0,,110,2,Bus,"89,200,210,444,445",2681865,1245801,POINT (47.3579726898886 8.522260760637936),3
8591323,2104,,,"Zürich, Rosengartenstrasse",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"33,46,72,83,N1,N7,N8",2682051,1249846,POINT (47.39432782138152 8.52546402166135),10
8591280,3451,,,"Zürich, Mötteliweg",Zürich,Bus,&nbsp;,0,,110,2,Bus,80,2682096,1252029,POINT (47.4139546085646 8.526460835379302),11
8591266,1611,,,"Zürich, Maienweg",Zürich,Bus,&nbsp;,0,,110,2,Bus,40,2682100,1251350,POINT (47.40784766602726 8.526389121433406),11
8591410,2776,,,"Zürich, Verenastrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,"70,N12",2682127,1243898,POINT (47.34082554149223 8.525379548974225),2
8503086,12545,,,Zürich Brunau,Zürich,S-Bahn,"<IMG SRC=""../gisbrowser/_img/ZVV/HstTyp4.gif"" ALT=""S-Bahn Haltestelle"">",4,,110,1,Bahn,"S4,SN4",2682181,1245112,POINT (47.35173688366706 8.526316667926965),2
8591098,546,,,"Zürich, Brunau/Mutschellenstr.",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"66,72",2682220,1245497,POINT (47.35519449808425 8.526903441291939),2
8591077,470,,,"Zürich, Besenrainstrasse",Zürich,Trolleybus,&nbsp;,0,,110,2,Bus,72,2682307,1244418,POINT (47.34547970318564 8.527856615609887),2
8591108,3450,,,"Zürich, Chaletweg",Zürich,Bus,&nbsp;,0,,110,2,Bus,80,2682456,1251969,POINT (47.41337002915569 8.531219433191767),11
8591439,2950,,,"Zürich, Wollishoferplatz",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"7,184,185,N12",2682492,1243638,POINT (47.33844167246881 8.530160973388094),2
8591293,1821,,,"Zürich, Oberwiesenstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,"61,62",2682581,1251649,POINT (47.41047651562491 8.532816428315856),11
8591304,2005,,,"Zürich, Post Wollishofen",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"7,70,184,185",2682694,1244311,POINT (47.34446897581185 8.53295767189516),2
8591234,6304,,,"Zürich, Köschenrüti",Zürich,Bus,&nbsp;,0,,110,2,Bus,"75,N6",2682875,1253718,POINT (47.42904660957128 8.537095124165656),11
8591144,896,,,"Zürich, Friedhof Schwandenholz",Zürich,Bus,&nbsp;,0,,110,2,Bus,40,2682932,1252863,POINT (47.42135021862499 8.537691820698468),11
8591103,573,,,"Zürich, Buhnstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,"40,75,N6",2683025,1252965,POINT (47.42225580745142 8.538943107297586),11
8591316,2054,,,"Zürich, Rennweg",Zürich,Tram,&nbsp;,2,,110,5,Tram,"7,10,11,13",2683051,1247500,POINT (47.37310410482159 8.53827276237968),1
8591379,2474,,,"Zürich, Stampfenbachplatz",Zürich,"Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"11,14,46",2683379,1248304,POINT (47.38029334462351 8.542764894800257),6
8503499,6217,,,"Zürich, Central Polybahn",Zürich,Standseilbahn,&nbsp;,0,,110,6,Bergbahn,24,2683484,1247884,POINT (47.37650284052231 8.54407681926919),1
8591063,3447,,,"Zürich, Bahnhof Oerlikon Ost",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"10,14,75,768,781,787,N6,N78",2683578,1251982,POINT (47.413345482545 8.546087122891093),11
8594255,6776,,,"Zürich, Schanzackerstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,39,2683713,1249613,POINT (47.39202325557218 8.547432195555395),6
8591123,736,,,"Zürich, ETH/Universitätsspital",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"6,9,10,N11",2683796,1247976,POINT (47.37729062422476 8.548224835759335),1
8503003,13039,,,Zürich Stadelhofen,Zürich,S-Bahn,"<IMG SRC=""../gisbrowser/_img/ZVV/HstTyp4.gif"" ALT=""S-Bahn Haltestelle"">",4,,110,1,Bahn,"SN1,S3,S5,SN5,S6,SN6,S7,SN7,S9,SN9,S11,S12,S15,S16",2683846,1246801,POINT (47.36671706282902 8.548666751380644),1
8591171,1087,,,"Zürich, Hadlaubstrasse",Zürich,Standseilbahn,&nbsp;,0,,110,6,Bergbahn,23,2684015,1249036,POINT (47.38679566673716 8.55132339109125),6
8591375,2450,,,"Zürich, Sprecherstrasse",Zürich,Trolleybus,&nbsp;,0,,110,2,Bus,31,2684116,1246891,POINT (47.36749205943332 8.552257724151412),7
8591124,3446,,,"Zürich, Ettenfeld",Zürich,Bus,&nbsp;,0,,110,2,Bus,"768,N7",2684132,1253336,POINT (47.42545175225286 8.553681924180026),11
8591140,888,,,"Zürich, Friedackerstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,75,2684148,1251161,POINT (47.40588942747647 8.55348443037165),11
8591192,1194,,,"Zürich, Hinterbergstrasse",Zürich,Trolleybus,&nbsp;,0,,110,2,Bus,33,2684270,1248296,POINT (47.38010803912008 8.554560802582301),7
8591318,2067,,,"Zürich, Riedbach",Zürich,Bus,&nbsp;,0,,110,2,Bus,"781,787,N78",2684506,1252126,POINT (47.41452206199849 8.558409289933858),11
8591364,2388,,,"Zürich, Signaustrasse",Zürich,"Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"11,31",2684528,1246423,POINT (47.36323044801039 8.557623206786646),8
8576200,2907,,,"Zürich, Wildbachstrasse",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"2,4,33,912,916,N18",2684637,1245308,POINT (47.35318883708523 8.558855269452192),8
8591040,70,,,"Zürich, Altenhofstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,77,2684827,1245546,POINT (47.35530484117829 8.56141477876649),8
8591231,3648,,,"Zürich, Klosbach",Zürich,Trolleybus,&nbsp;,0,,110,2,Bus,33,2685010,1247186,POINT (47.37003038040846 8.564148009890397),7
